1709251200000,8,0.00069545
1709280000000,8,0.00060754
1709308800000,8,0.00053525
1709337600000,8,0.00068518
1709366400001,8,0.00087727
1709395200000,8,0.00070534
1709424000000,8,0.00061388
1709452800000,8,0.00069223
1709481600000,8,0.00062328
1709510400000,8,0.00072633
1709539200000,8,0.00064212
1709568000000,8,0.00061052
1709596800000,8,0.00051204
1709625600000,8,0.00102757
1709654400000,8,0.00078334
1709683200000,8,0.00010000
1709712000001,8,0.00025286
1709740800000,8,0.00036982
1709769600000,8,0.00018274
1709798400000,8,0.00028267
1709827200000,8,0.00053840
1709856000000,8,0.00055773
1709884800000,8,0.00058396
1709913600000,8,0.00058710
1709942400000,8,0.00036961
1709971200001,8,0.00052347
1710000000000,8,0.00060312
1710028800000,8,0.00092314
1710057600000,8,0.00074140
1710086400000,8,0.00051308
1710115200000,8,0.00047646
1710144000000,8,0.00056768
1710172800000,8,0.00082056
1710201600000,8,0.00086897
1710230400000,8,0.00054990
1710259200000,8,0.00047181
1710288000000,8,0.00044828
1710316800001,8,0.00073230
1710345600000,8,0.00068219
1710374400001,8,0.00046713
1710403200000,8,0.00081938
1710432000000,8,0.00044838
1710460800000,8,0.00038264
1710489600000,8,0.00012373
1710518400000,8,0.00017954
1710547200000,8,0.00013401
1710576000000,8,0.00028457
1710604800000,8,0.00018354
1710633600000,8,0.00015904
1710662400000,8,0.00025619
1710691200000,8,0.00021395
1710720000000,8,0.00010000
1710748800000,8,0.00025102
1710777600001,8,0.00034633
1710806400000,8,0.00024317
1710835200000,8,0.00024204
1710864000001,8,0.00010485
1710892800000,8,0.00025641
1710921600004,8,0.00023434
1710950400000,8,0.00015808
1710979200000,8,0.00022588
1711008000000,8,0.00014776
1711036800000,8,0.00010000
1711065600000,8,0.00022561
1711094400000,8,0.00016087
1711123200000,8,0.00010000
1711152000000,8,0.00014841
1711180800000,8,0.00014683
1711209600000,8,0.00013248
1711238400000,8,0.00016201
1711267200000,8,0.00010000
1711296000000,8,0.00017401
1711324800000,8,0.00017399
1711353600001,8,0.00010000
1711382400000,8,0.00024876
1711411200000,8,0.00034626
1711440000000,8,0.00024098
1711468800000,8,0.00034912
1711497600000,8,0.00038869
1711526400001,8,0.00048614
1711555200000,8,0.00048960
1711584000000,8,0.00055772
1711612800000,8,0.00039111
1711641600000,8,0.00064918
1711670400000,8,0.00049765
1711699200000,8,0.00053486
1711728000000,8,0.00044307
1711756800000,8,0.00047129
1711785600000,8,0.00042609
1711814400000,8,0.00062265
1711843200000,8,0.00031550
1711872000000,8,0.00030309
1711900800001,8,0.00033863
1711929600000,8,0.00079016
1711958400000,8,0.00046160
1711987200000,8,0.00025674
1712016000007,8,0.00022216
1712044800015,8,0.00010000
1712073600000,8,0.00010331
1712102400000,8,0.00010000
1712131200000,8,0.00014006
1712160000000,8,0.00013286
